row_idx,x,y,language,detail_level,sentiment_class,detail_level_659d21b9_pred,detail_level_a6312ca1_pred,sentiment_4fba3d0b_pred,sentiment_ba797532_pred,language_ef21cec4_pred,language_7f943949_pred,cluster
11822,0.2349751543913278,-0.0382092495574188,mixed,long,positive,long,long,positive,positive,mixed,mixed,0
11823,0.0625069393208795,-0.0230299081896249,mixed,medium,negative,short,short,negative,negative,mixed,mixed,1
11824,0.3911617887863414,0.031736704415199,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11825,0.0655668913017363,-0.0573637130668783,mixed,long,positive,medium,medium,positive,positive,mixed,mixed,1
11826,-0.1916135786673884,0.123679132276915,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11827,-0.2808098760012621,0.0553446052278971,ru,long,positive,long,long,positive,positive,ru,ru,3
11828,-0.2815471220118807,-0.166769846277547,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11829,-0.1808144868530698,-0.2387959329800254,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11830,0.3709835501248986,0.0354309838213563,kz,long,positive,long,long,positive,positive,kz,kz,0
11831,-0.0431230108661366,-0.0605372416378985,ru,medium,positive,medium,medium,positive,positive,ru,ru,1
11832,-0.041821206840285,-0.0566766404707768,ru,short,positive,short,short,positive,positive,ru,ru,1
11833,-0.331012624806024,-0.089249535944488,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11834,0.1117556214277767,-0.0018845688939293,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
11835,0.1552227346270526,-0.0482938711170525,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
11836,0.2225737551297414,-0.0375963465444191,mixed,long,positive,long,long,positive,positive,mixed,mixed,0
11837,0.3526273155528757,0.0145033466029383,kz,long,positive,long,long,positive,positive,kz,kz,0
11838,-0.2360761210394301,-0.1581036622141552,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11839,0.3418609176910746,0.0338776024835098,kz,long,positive,long,long,positive,positive,kz,kz,0
11840,-0.20963483425638,0.1225390870258649,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11841,0.1104952517022038,-0.0083660168257623,kz,short,positive,short,short,positive,positive,kz,kz,1
11842,-0.1964871664676091,0.0232009483515949,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11843,-0.1528979644873413,-0.1668518208894615,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11844,0.2537081382524481,-0.0324210381580794,kz,long,positive,medium,medium,positive,positive,kz,kz,0
11845,-0.2101242966528006,-0.23132419596583,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11846,-0.2839031143437567,0.1335562004783009,ru,long,positive,long,long,positive,positive,ru,ru,2
11847,-0.1480866985934588,-0.1497681882071699,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11848,0.2231585390000901,-0.0580256284821011,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,0
11849,0.0860165147412453,-0.0400593744446431,mixed,long,negative,long,long,negative,negative,mixed,mixed,1
11850,-0.1451129039310044,-0.0057512428335181,ru,long,negative,long,medium,negative,negative,ru,ru,3
11851,-0.0252620460229616,-0.0330702977861837,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
11852,-0.0806504203123852,-0.1266353044807796,ru,long,positive,long,long,positive,positive,ru,ru,3
11853,-0.0495532939169326,-0.0453812426570865,ru,short,positive,short,short,positive,positive,ru,ru,1
11854,-0.2052337784093122,0.0627495458082083,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11855,-0.0484641570766798,0.0449886713583825,ru,short,positive,short,short,positive,positive,ru,ru,1
11856,-0.2427981242180749,0.2919614511189874,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11857,-0.0486481860886586,0.0459893375242187,ru,short,positive,short,short,positive,positive,ru,ru,1
11858,0.0997948215658619,-0.0137820802924659,mixed,short,negative,short,short,negative,negative,mixed,kz,1
11859,-0.1117847403062844,-0.2060455740021756,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
11860,-0.0391929459342918,0.0483354745035827,ru,short,positive,short,short,positive,positive,ru,ru,1
11861,0.3268561027218414,0.0342991320917896,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11862,-0.3012133125846017,0.3571508272602809,ru,long,positive,long,long,positive,positive,ru,ru,2
11863,0.3924598232170087,0.0834928699989699,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11864,0.1539537608239735,-0.0102478998386814,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
11865,-0.0975185192836563,-0.1027327345320202,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11866,0.3026798478293144,-0.0120222650193707,kz,medium,negative,medium,medium,negative,negative,kz,kz,0
11867,-0.1802276280344002,-0.2034565889318867,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11868,0.3464061768341753,0.0065579273653342,kz,medium,positive,medium,long,positive,positive,kz,kz,0
11869,0.1014312178338991,0.0035302473724242,mixed,medium,neutral,short,short,neutral,neutral,mixed,mixed,1
11870,0.2939062949266617,-0.015038717829153,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11871,0.4216199835125496,0.0879096991298677,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11872,0.3623740736844685,0.0030991693915789,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
11873,-0.0845962690029746,-0.1199491252023244,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11874,-0.0814153059169616,-0.1297063724126631,ru,long,positive,long,long,positive,positive,ru,ru,3
11875,-0.1080081890061802,-0.1497782180375164,ru,long,negative,long,long,negative,negative,ru,ru,3
11876,-0.2504938734419011,-0.1078197006659318,ru,long,positive,long,long,positive,positive,ru,ru,3
11877,-0.2091964583225741,-0.1966962919393223,ru,long,positive,long,long,positive,positive,ru,ru,3
11878,-0.2531922471987395,-0.1036400843465575,ru,long,positive,long,long,positive,positive,ru,ru,3
11879,-0.1828319817286497,-0.0138329126913294,ru,long,positive,long,long,positive,positive,ru,ru,3
11880,-0.0445561309438426,-0.0569222412876008,ru,medium,positive,medium,medium,positive,positive,ru,ru,1
11881,-0.1256016099192436,0.0407220853345893,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
11882,-0.1721702479558279,-0.240669876430204,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11883,-0.1518196255468872,0.0123371682498174,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
11884,-0.1985349754052838,0.0655798581752941,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11885,-0.1788292123286047,-0.1205340480201863,ru,long,positive,long,medium,positive,positive,ru,ru,3
11886,0.2725393688811513,-0.005054257588559,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11887,-0.1158845181523134,-0.0038603023403502,ru,short,neutral,short,short,neutral,neutral,ru,ru,3
11888,-0.2282967868351583,0.0650141945391712,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11889,0.061637443756014,0.0025188810551341,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
11890,-0.0685678764823048,-0.1213135783283562,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11891,-0.1504093329884052,-0.1743351487510084,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11892,0.1630467597580231,-0.0163771823566037,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
11893,-0.0304963704123476,-0.0307994460551517,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
11894,-0.2702691549272187,0.0275512186621015,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11895,0.0582740678525819,-0.0243281789783793,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
11896,0.2154765134353992,0.0233175178710427,kz,short,positive,short,short,positive,positive,kz,kz,0
11897,-0.2352049615554746,-0.2097906974226545,ru,long,positive,long,long,positive,positive,ru,ru,3
11898,-0.1850736546108189,-0.0439491590226765,ru,long,positive,long,long,positive,positive,ru,ru,3
11899,-0.0390041936904524,-0.1143582681060484,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11900,-0.1766287091338454,-0.073547583408805,ru,long,positive,long,long,positive,positive,ru,ru,3
11901,-0.0769255776105867,-0.0991679764602573,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
11902,-0.2314063031769207,-0.3108919087836542,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11903,-0.1804873098872023,-0.0825161419281691,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11904,-0.0460090844518845,0.0095744652569473,ru,short,positive,short,short,positive,positive,ru,ru,1
11905,0.2821550502631999,0.0027399944228834,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
11906,0.288393403977614,-0.0054736293785961,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11907,-0.3513310843583779,-0.1042099487528363,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11908,-0.1911045387633491,-0.0061155756101174,ru,long,positive,long,long,positive,positive,ru,ru,3
11909,-0.3046809029464256,0.2364691362557509,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11910,0.124548156807962,0.0253256930224589,kz,short,positive,short,short,positive,positive,kz,kz,1
11911,0.2521026919550041,0.0899654152922345,kz,short,positive,short,short,positive,positive,kz,kz,0
11912,0.2710801564412394,0.0215121566554591,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11913,-0.3004650935665127,-0.0562721048464879,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11914,-0.1993373507706497,0.0601428519539704,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11915,-0.0432967084566599,-0.1039166145725128,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11916,0.2027275462707359,0.012477000781994,kz,medium,negative,medium,long,negative,negative,kz,kz,0
11917,0.0958651157931439,-0.0141314326419719,kz,short,negative,short,short,negative,negative,kz,kz,1
11918,0.0700284579666614,-0.0159361300907327,mixed,medium,positive,long,medium,positive,positive,mixed,mixed,1
11919,-0.045900611567192,0.0093577105237161,ru,short,positive,short,short,positive,positive,ru,ru,1
11920,-0.0540481150608653,-0.0719617312468881,ru,short,positive,short,short,positive,positive,ru,ru,3
11921,0.1139337827149602,-0.0322735607726434,mixed,medium,neutral,medium,medium,neutral,neutral,mixed,mixed,1
11922,-0.0878718385441366,-0.1731046095305027,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11923,0.2809191270508049,-0.0273318939578436,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11924,-0.1441296363994636,-0.1772727416336673,ru,long,positive,long,long,positive,positive,ru,ru,3
11925,-0.0500822214434946,-0.1132914644389234,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11926,-0.0861042017017552,-0.1141775668526638,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
11927,-0.0588022468168205,-0.0677962365778267,ru,short,positive,short,short,positive,positive,ru,ru,3
11928,0.4013886709314779,0.088522969273499,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11929,-0.1332543374071937,-0.1262070399643092,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11930,-0.0494208711287475,-0.1012679641366632,ru,long,positive,medium,medium,positive,positive,ru,ru,3
11931,-0.0899793681704685,0.1946059927853896,ru,short,neutral,short,short,neutral,neutral,ru,ru,2
11932,0.0346758822514418,0.4370250672492066,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,2
11933,-0.0912668328332388,-0.1277004336584936,ru,long,negative,long,long,negative,negative,ru,ru,3
11934,0.2981384287120854,0.027124958036726,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11935,-0.265761663528566,0.046195083957501,ru,long,positive,long,long,positive,positive,ru,ru,3
11936,-0.0443537587874503,-0.0115043659176609,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
11937,0.1579392093926299,-0.0461813498479063,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
11938,-0.1697763559977964,-0.2004880633542953,ru,long,positive,long,long,positive,positive,ru,ru,3
11939,0.1261535995647928,-0.0077519453274962,mixed,short,negative,short,short,negative,negative,mixed,mixed,1
11940,-0.1949168327275305,-0.2013303257335879,ru,long,positive,long,long,positive,positive,ru,ru,3
11941,-0.2331506201030423,0.0672312344633361,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11942,-0.0504093890821207,-0.0871912043036631,ru,short,neutral,short,short,neutral,neutral,ru,ru,3
11943,-0.1406640015674164,0.037561179586289,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
11944,-0.1198983515097387,-0.1515668714750142,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11945,0.4337192195749544,0.0093446608766549,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
11946,-0.2251789292305232,0.0580488838092098,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11947,0.1320412352785357,0.0881600319974954,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
11948,0.3100431742789748,-0.0091861654080954,kz,long,positive,long,long,positive,positive,kz,kz,0
11949,0.1963109577708045,-0.008582318424656,kz,short,positive,short,short,positive,positive,kz,kz,0
11950,-0.0360101239247495,-0.1102168395758207,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11951,-0.0492728079376287,-0.0876553565497007,ru,short,neutral,short,short,neutral,neutral,ru,ru,3
11952,-0.355193303299914,0.2508772366973696,ru,long,positive,long,long,positive,positive,ru,ru,2
11953,-0.1928533546904058,0.1529654481629284,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11954,-0.3393378784231328,0.2074435874518521,ru,long,positive,long,long,positive,positive,ru,ru,2
11955,0.3125643841187643,-0.0162541273750036,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11956,-0.154287487341657,-0.0642616572155729,ru,long,positive,medium,medium,positive,positive,ru,ru,3
11957,-0.0023377033370466,0.0246634790635256,mixed,short,neutral,short,short,neutral,neutral,mixed,mixed,1
11958,0.133868172002898,-0.1035122798084089,mixed,medium,neutral,long,long,neutral,neutral,mixed,mixed,1
11959,0.0975963339139775,0.2027310284769581,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
11960,0.1593801587561099,-0.0296622207130151,mixed,medium,neutral,medium,medium,neutral,neutral,mixed,mixed,1
11961,-0.0998958808759156,-0.1506334014820937,ru,long,negative,long,long,negative,negative,ru,ru,3
11962,-0.3082490230098189,0.5075144937850706,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11963,0.0676202839501057,-0.0616995922705418,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed,1
11964,-0.0612198245975247,-0.0682831713915054,ru,short,positive,short,short,positive,positive,ru,ru,3
11965,0.0856404973517585,-0.1850291173648795,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
11966,0.392195973381545,0.0795466960826935,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11967,-0.1549157247139887,-0.1687643542893779,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11968,-0.0544315692986842,-0.1088983971595304,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11969,-0.3413998756108649,-0.1227567528287366,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11970,-0.3270722529570257,0.1406248116698431,ru,long,positive,long,long,positive,positive,ru,ru,2
11971,-0.2283430267102017,-0.1308194416215964,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11972,0.3025078870775576,0.000384787071399,kz,medium,positive,medium,long,positive,positive,kz,kz,0
11973,-0.1459569670586752,-0.1688838141885628,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11974,-0.2711341549845089,0.0459894593255511,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11975,-0.1838367521169443,-0.1615854081679502,ru,long,positive,long,long,positive,positive,ru,ru,3
11976,-0.2878391312230648,-0.1918098417504103,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11977,-0.1974394529659885,-0.0919981753247685,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11978,-0.2315225671426466,0.2101655256009994,ru,long,positive,long,long,positive,positive,ru,ru,2
11979,0.4117422701503853,-0.0126007715177133,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
11980,-0.1270974851079808,0.0454568752313939,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11981,-0.2269936858986911,-0.1708152552724987,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11982,-0.2122041514647115,0.0403997203129079,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11983,-0.2093654502042183,-0.0647953664237172,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11984,-0.2355890661852429,-0.1511840327794933,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11985,-0.0610457245125687,-0.059688070081238,ru,short,positive,short,short,positive,positive,ru,ru,3
11986,-0.2368927439206947,-0.2329354146981862,ru,long,positive,long,long,positive,positive,ru,ru,3
11987,0.2559449737114975,-0.0399035327293692,mixed,long,positive,long,long,positive,positive,mixed,mixed,0
11988,-0.1765415704584474,0.1086928247416473,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
11989,-0.2266887986383183,0.0445598314884024,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11990,0.0471832549727561,-0.070868006698525,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed,1
11991,-0.1957897860868164,-0.1621116064763349,ru,long,positive,long,long,positive,positive,ru,ru,3
