row_idx,x,y,language,detail_level,sentiment_class,detail_level_659d21b9_pred,detail_level_a6312ca1_pred,sentiment_4fba3d0b_pred,sentiment_ba797532_pred,language_ef21cec4_pred,language_7f943949_pred
11701,0.18876078922505993,-0.004839569455922573,mixed,short,positive,short,short,positive,positive,mixed,mixed
11702,0.279293134051412,-0.02573093260861532,kz,long,positive,long,long,positive,positive,kz,kz
11703,0.11308667033222496,-0.0742184355293533,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
11704,0.40773257846968997,0.11024180175471404,kz,long,positive,long,long,positive,positive,kz,kz
11705,-0.31456169777624027,0.06483136323975842,ru,long,neutral,long,long,neutral,neutral,ru,ru
11706,-0.17648205032876732,0.03446246890287822,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11707,0.02352656217292793,-0.03284051688624869,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
11708,-0.015149850258433887,-0.04677263063899524,ru,short,neutral,short,short,neutral,neutral,ru,ru
11709,-0.03614344943923122,0.03233198045954772,ru,short,positive,short,short,positive,positive,ru,ru
11710,-0.12893010912935424,0.06796064717663915,ru,medium,positive,medium,medium,positive,positive,ru,ru
11711,-0.2681327300491098,0.12885087674044018,ru,long,positive,long,long,positive,positive,ru,ru
11712,-0.2675936388774172,0.10517723679182901,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11713,0.0861161324570725,-0.181699928012075,mixed,medium,positive,long,medium,positive,positive,mixed,mixed
11714,0.38274227009018486,0.07511889709588228,kz,long,positive,long,long,positive,positive,kz,kz
11715,0.12708307676256392,0.013525446310727853,mixed,short,neutral,short,short,neutral,neutral,mixed,mixed
11716,-0.16076829231570455,-0.3088878250843276,ru,long,positive,long,long,positive,positive,ru,ru
11717,-0.050381791974665274,-0.08732416107266659,ru,short,neutral,short,short,neutral,neutral,ru,ru
11718,0.395278966377094,0.08157274910325638,kz,medium,positive,medium,medium,positive,positive,kz,kz
11719,0.2558855103342151,-0.0102863708220511,kz,medium,negative,medium,medium,negative,negative,kz,kz
11720,0.15193890696776102,-0.010967611944413883,kz,short,neutral,short,short,neutral,neutral,kz,kz
11721,-0.1442000248643517,-0.14446526457286635,ru,medium,positive,medium,medium,positive,positive,ru,ru
11722,-0.15276044969694952,0.06318445525248109,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11723,-0.21363727036679853,-0.16745561520573796,ru,long,positive,long,long,positive,positive,ru,ru
11724,-0.06821340146621109,-0.12262651498196339,ru,medium,positive,medium,medium,positive,positive,ru,ru
11725,0.018732014208101055,-0.07346740233228655,ru,short,neutral,short,short,neutral,neutral,ru,ru
11726,-0.16776225911561554,0.03458473500293033,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11727,0.21470860733667818,0.02398460435674737,kz,short,positive,short,short,positive,positive,kz,kz
11728,-0.05607007445630212,-0.06751292228649004,ru,short,neutral,short,short,neutral,neutral,ru,ru
11729,0.21377840617479876,0.02141046048193425,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
11730,0.30639724433499804,-0.01054896217727142,kz,long,positive,long,long,positive,positive,kz,kz
11731,-0.08145366849905734,-0.13120881473093343,ru,long,positive,long,long,positive,positive,ru,ru
11732,0.14203246365450567,0.1370967414797135,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
11733,0.41023396312050703,-0.0009413801862518898,kz,long,neutral,long,long,neutral,neutral,kz,kz
11734,-0.17776676798808907,-0.03933407516896202,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11735,0.1688982090455258,0.0075769792232283795,kz,short,neutral,short,short,neutral,neutral,kz,kz
11736,0.18650504081157773,-0.0006635367752554364,kz,short,positive,short,short,positive,positive,kz,kz
11737,-0.29515410802662884,-0.265335716352135,ru,long,neutral,long,long,neutral,neutral,ru,ru
11738,0.09049833002685,0.43499793099901574,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
11739,0.24313510776225639,0.016474700825557867,kz,medium,positive,medium,long,positive,positive,kz,kz
11740,-0.13661359577451515,-0.11766771764587393,ru,medium,negative,medium,medium,negative,negative,ru,ru
11741,-0.09563761910759411,-0.11961330981176595,ru,medium,positive,medium,medium,positive,positive,ru,ru
11742,-0.08550873264054794,-0.09665686771077243,ru,short,positive,short,short,positive,positive,ru,ru
11743,0.34783186268928357,-0.013788827298665669,kz,medium,positive,medium,medium,positive,positive,kz,kz
11744,0.4064023930663492,0.08232523458215202,kz,medium,positive,medium,medium,positive,positive,kz,kz
11745,0.1020220622015576,0.009937576905731845,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed
11746,0.29453267520372783,-0.00861858552977605,kz,medium,positive,medium,medium,positive,positive,kz,kz
11747,-0.23527807642673726,-0.11238497008967656,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11748,-0.042043043025787756,0.04798678552783559,ru,short,positive,short,short,positive,positive,ru,ru
11749,-0.17560284505714802,-0.07530901723699678,ru,medium,positive,medium,medium,positive,positive,ru,ru
11750,0.3893826273637082,-0.007722562672976057,kz,long,neutral,long,long,neutral,neutral,kz,kz
11751,-0.1187122290434754,-0.17706566571720686,ru,medium,negative,medium,medium,negative,negative,ru,ru
11752,0.39982295991255623,0.08992279033585365,kz,medium,positive,medium,medium,positive,positive,kz,kz
11753,0.2911541206877559,0.060791814235539296,kz,medium,positive,medium,medium,positive,positive,kz,kz
11754,-0.16224068094469474,0.22709621448101283,ru,short,positive,short,short,positive,positive,ru,ru
11755,-0.20177682361813473,0.04910954413448108,ru,medium,positive,medium,long,positive,positive,ru,ru
11756,-0.17196180691141347,-0.003382311021143196,ru,medium,positive,medium,medium,positive,positive,ru,ru
11757,0.19419096680116155,0.00923418854426316,kz,medium,negative,medium,medium,negative,negative,kz,kz
11758,-0.0006518103550491631,0.011512371832970963,mixed,short,positive,short,short,positive,positive,mixed,mixed
11759,-0.18588483935614067,0.13660569261972882,ru,medium,positive,medium,medium,positive,positive,ru,ru
11760,0.009632826482369359,0.2254120352493504,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
11761,-0.1780863039164627,-0.23222194873618207,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11762,0.20988726115922407,-0.04762674677701646,mixed,long,negative,long,long,negative,negative,mixed,mixed
11763,-0.19056704516601647,-0.014223142890632312,ru,long,positive,long,long,positive,positive,ru,ru
11764,-0.07725786910594763,-0.11042944287483988,ru,long,negative,medium,medium,negative,negative,ru,ru
11765,-0.20650245834344896,0.01058492241231543,ru,long,positive,long,long,positive,positive,ru,ru
11766,-0.1740589735711861,0.0462122275258988,ru,medium,negative,medium,medium,negative,negative,ru,ru
11767,0.18874506071789982,-0.02586719913203199,mixed,medium,neutral,short,short,neutral,neutral,mixed,mixed
11768,-0.12770991750262028,0.04537414495134936,ru,long,negative,long,long,negative,negative,ru,ru
11769,-0.10418190856786799,-0.09003077173763167,ru,long,negative,long,long,negative,negative,ru,ru
11770,0.009160060237561293,-0.02221613953732514,ru,short,negative,short,short,negative,negative,ru,ru
11771,0.23728145110386678,0.03533237740811219,kz,medium,negative,medium,medium,negative,negative,kz,kz
11772,-0.2032401632390661,0.004293455773779831,ru,medium,positive,medium,medium,positive,positive,ru,ru
11773,0.39196249192190913,0.007870803221779186,kz,long,positive,long,long,positive,positive,kz,kz
11774,0.057880568778728034,0.007565213978185291,mixed,short,positive,short,short,positive,positive,mixed,mixed
11775,-0.1955831999285023,-0.2526822576093558,ru,medium,positive,medium,medium,positive,positive,ru,ru
11776,-0.09871306346373154,0.00781583972691715,ru,short,positive,short,short,positive,positive,ru,ru
11777,0.30156954213214293,0.04542951622140112,kz,long,positive,long,long,positive,positive,kz,kz
11778,-0.2926222083479356,-0.12766427167587724,ru,long,positive,long,long,positive,positive,ru,ru
11779,0.3553371020844101,0.10373198083365953,kz,medium,positive,medium,medium,positive,positive,kz,kz
11780,-0.29523855744926214,0.3594377343220331,ru,long,positive,long,long,positive,positive,ru,ru
11781,-0.1688180935570826,-0.16741967931607457,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11782,-0.07608048414762503,-0.11931089473242319,ru,medium,positive,medium,medium,positive,positive,ru,ru
11783,-0.2943107594605396,0.24045112836510743,ru,long,positive,long,long,positive,positive,ru,ru
11784,-0.2178415218863709,0.0036823904280270216,ru,medium,positive,medium,medium,positive,positive,ru,ru
11785,-0.13481255584363078,-0.25133913980294126,ru,medium,negative,medium,medium,negative,negative,ru,ru
11786,0.13310315847259582,-0.05934915570420497,mixed,long,positive,long,long,positive,positive,mixed,mixed
11787,0.3477253781839883,0.00717477700008837,kz,long,neutral,long,long,neutral,neutral,kz,kz
11788,-0.29159323880348625,0.24692473630999417,ru,medium,positive,medium,medium,positive,positive,ru,ru
11789,0.0006399257926510079,-0.06158693738164657,mixed,short,positive,short,short,positive,positive,mixed,mixed
11790,0.20513578583479372,0.0065850453953015696,kz,long,negative,medium,medium,negative,negative,kz,kz
11791,-0.18239264001438413,-0.346858144105013,ru,long,positive,long,long,positive,positive,ru,ru
11792,-0.32133691395082215,0.4799756449821876,ru,medium,positive,medium,medium,positive,positive,ru,ru
11793,-0.010771215353021963,0.027488505009499474,mixed,short,neutral,short,short,neutral,neutral,mixed,mixed
11794,-0.17629366725701026,-0.03528380302000805,ru,long,positive,long,long,positive,positive,ru,ru
11795,0.10134037175639497,-0.038952580974956894,mixed,medium,negative,medium,short,negative,negative,mixed,mixed
11796,0.17073042401086413,-0.022275813565422523,mixed,long,positive,long,long,positive,positive,mixed,mixed
11797,-0.10361413931119641,0.045110020907529025,ru,medium,positive,medium,medium,positive,positive,ru,ru
11798,0.257388131940573,-0.003596858822353377,kz,medium,positive,medium,medium,positive,positive,kz,kz
11799,0.16324303516305036,-0.07758491605606085,mixed,medium,neutral,long,long,neutral,neutral,mixed,mixed
11800,-0.06448213187887356,-0.12484816243958446,ru,long,positive,long,long,positive,positive,ru,ru
11801,-0.10427330717958266,-0.1958741062386427,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11802,0.1442427040771953,0.04412999938089365,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
11803,-0.15163542547444694,-0.152829156140712,ru,medium,positive,medium,medium,positive,positive,ru,ru
11804,0.4775733108526334,0.09889092721601254,kz,long,positive,long,long,positive,positive,kz,kz
11805,-0.2853975629930554,0.12213809518736227,ru,long,positive,long,long,positive,positive,ru,ru
11806,-0.05792548641199193,-0.06760575083740777,ru,short,positive,short,short,positive,positive,ru,ru
11807,0.35117671435931136,0.0045509250932710445,kz,long,positive,long,long,positive,positive,kz,kz
11808,-0.20146961067284214,-0.008719910576612077,ru,long,positive,long,long,positive,positive,ru,ru
11809,-0.21853730136791208,0.05411042934738502,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11810,-0.11926298702926322,0.030683859690771528,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11811,0.08018542676762748,0.08831482605878406,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed
11812,-0.2086149110924183,0.16892883250457255,ru,medium,positive,medium,medium,positive,positive,ru,ru
11813,-0.11712828605687267,-0.14736891087730677,ru,long,positive,medium,long,positive,positive,ru,ru
11814,-0.12230771641891244,-0.13388475447216516,ru,medium,positive,medium,medium,positive,positive,ru,ru
11815,0.24123653749974217,-0.014621042899187229,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
11816,0.4070384766381023,0.1117733324423128,kz,long,positive,long,long,positive,positive,kz,kz
11817,-0.2355364722009078,-0.03735405768886673,ru,long,positive,long,long,positive,positive,ru,ru
11818,0.1959688459182163,-0.005920242214251942,kz,short,neutral,short,short,neutral,neutral,kz,kz
11819,-0.20507160818273737,-0.1671020065089036,ru,medium,positive,medium,medium,positive,positive,ru,ru
11820,-0.3154215478230583,0.5069892652693249,ru,medium,positive,medium,medium,positive,positive,ru,ru
11821,0.12595891866500752,0.006903125786375728,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
11822,0.2349751543913278,-0.03820924955741889,mixed,long,positive,long,long,positive,positive,mixed,mixed
11823,0.06250693932087956,-0.023029908189624904,mixed,medium,negative,short,short,negative,negative,mixed,mixed
11824,0.39116178878634145,0.03173670441519908,kz,medium,positive,medium,medium,positive,positive,kz,kz
11825,0.06556689130173635,-0.057363713066878375,mixed,long,positive,medium,medium,positive,positive,mixed,mixed
11826,-0.19161357866738846,0.12367913227691506,ru,medium,positive,medium,medium,positive,positive,ru,ru
11827,-0.28080987600126217,0.05534460522789718,ru,long,positive,long,long,positive,positive,ru,ru
11828,-0.2815471220118807,-0.16676984627754704,ru,long,neutral,long,long,neutral,neutral,ru,ru
11829,-0.18081448685306983,-0.23879593298002544,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11830,0.3709835501248986,0.0354309838213563,kz,long,positive,long,long,positive,positive,kz,kz
11831,-0.043123010866136645,-0.06053724163789853,ru,medium,positive,medium,medium,positive,positive,ru,ru
11832,-0.04182120684028509,-0.0566766404707768,ru,short,positive,short,short,positive,positive,ru,ru
11833,-0.331012624806024,-0.08924953594448808,ru,long,neutral,long,long,neutral,neutral,ru,ru
11834,0.11175562142777673,-0.0018845688939293382,kz,short,neutral,short,short,neutral,neutral,kz,kz
11835,0.15522273462705263,-0.04829387111705252,mixed,long,positive,long,long,positive,positive,mixed,mixed
11836,0.22257375512974142,-0.037596346544419144,mixed,long,positive,long,long,positive,positive,mixed,mixed
11837,0.3526273155528757,0.014503346602938337,kz,long,positive,long,long,positive,positive,kz,kz
11838,-0.23607612103943015,-0.15810366221415526,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11839,0.34186091769107463,0.03387760248350988,kz,long,positive,long,long,positive,positive,kz,kz
11840,-0.20963483425638005,0.1225390870258649,ru,medium,positive,medium,medium,positive,positive,ru,ru
11841,0.11049525170220387,-0.008366016825762311,kz,short,positive,short,short,positive,positive,kz,kz
11842,-0.1964871664676091,0.023200948351594915,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11843,-0.15289796448734133,-0.16685182088946152,ru,medium,positive,medium,medium,positive,positive,ru,ru
11844,0.2537081382524481,-0.032421038158079445,kz,long,positive,medium,medium,positive,positive,kz,kz
11845,-0.2101242966528006,-0.23132419596583004,ru,long,neutral,long,long,neutral,neutral,ru,ru
11846,-0.28390311434375676,0.1335562004783009,ru,long,positive,long,long,positive,positive,ru,ru
11847,-0.14808669859345883,-0.14976818820716992,ru,medium,positive,medium,medium,positive,positive,ru,ru
11848,0.22315853900009017,-0.05802562848210112,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
11849,0.08601651474124536,-0.040059374444643116,mixed,long,negative,long,long,negative,negative,mixed,mixed
11850,-0.14511290393100443,-0.00575124283351818,ru,long,negative,long,medium,negative,negative,ru,ru
11851,-0.02526204602296164,-0.03307029778618375,ru,short,neutral,short,short,neutral,neutral,ru,ru
11852,-0.08065042031238523,-0.12663530448077964,ru,long,positive,long,long,positive,positive,ru,ru
11853,-0.049553293916932625,-0.04538124265708654,ru,short,positive,short,short,positive,positive,ru,ru
11854,-0.2052337784093122,0.06274954580820839,ru,medium,positive,medium,medium,positive,positive,ru,ru
11855,-0.048464157076679844,0.04498867135838253,ru,short,positive,short,short,positive,positive,ru,ru
11856,-0.24279812421807495,0.2919614511189874,ru,medium,positive,medium,medium,positive,positive,ru,ru
11857,-0.04864818608865861,0.04598933752421873,ru,short,positive,short,short,positive,positive,ru,ru
11858,0.09979482156586195,-0.01378208029246591,mixed,short,negative,short,short,negative,negative,mixed,kz
11859,-0.11178474030628441,-0.2060455740021756,ru,medium,negative,medium,medium,negative,negative,ru,ru
11860,-0.03919294593429183,0.048335474503582776,ru,short,positive,short,short,positive,positive,ru,ru
